base|N BC|Fournisseur|Dscription|FreeTxt|Pole Support|Comments|Qte Cmd|PU|Remise|Total|Total Ap Rem|N RC|Qte Rec|
PROBAT_INVEST|24000003|FAST PRO S.A|Pneu|Mic 245/50R19 XL 105W ZP LAT SP 3*+montage Equilibrage|PS08|SouhaiL BENARROU;Matricule 80637-W-6. Basé sur Demande d&#039;achat 24000002.|2.00|4200.06|0.00|8400.12|8400.12|24000003|1.00|
PROBAT_INVEST|24000003|FAST PRO S.A|Pneu|Mic 245/50R19 XL 105W ZP LAT SP 3*+montage Equilibrage|PS08|SouhaiL BENARROU;Matricule 80637-W-6. Basé sur Demande d&#039;achat 24000002.|2.00|4200.06|0.00|8400.12|8400.12|24000002|1.00|
PROBAT_INVEST|24000004|MY CHOCOLAT|Chocolats|Lot de 2 Box carrés avec assortiment de chocolats-18pcs &amp; sleeve personalisé (Logo Mfadel)|PS02|Basé sur Demande d&#039;achat 24000003.|2.00|170.00|0.00|340.00|340.00|24000011|2.00|
PROBAT_INVEST|24000005|2APM DISTRIBUTION|Vidange|:Huile 5W30/FILTRE A HUILE/FILTRE A AIR;30524 km|PS08|Lahlimi Med Yassine;Matricule:30419-T-6 Basé sur Demande d&#039;achat 24000004.|1.00|840.00|0.00|840.00|840.00|24000009|1.00|
PROBAT_INVEST|24000006|FINASSURE|Assurance mutuelle|||ASSURANCE MUTUELLE  DIM  4 T  DU 01/10/2023 AU  31/12/2023 Basé sur Demande d&#039;achat 24000005.|1.00|34006.63|0.00|34006.63|34006.63|24000010|1.00|
PROBAT_INVEST|24000007|IAM|Abonnement Internet &amp; Télephone||PS08|CLIENT N° 1.56704537422 MOBILE ANNEE 2024 Basé sur Demande d&#039;achat 24000007.|12.00|1000.00|0.00|12000.00|12000.00|||
PROBAT_INVEST|24000008|INTERFACE RESSOURCES HUMAINES ET COACHING|Prestation de service|:Recrutement Chef de Projet Omar ksikes|PS03|Basé sur Demande d&#039;achat 24000008.|1.00|62748.72|0.00|62748.72|62748.72|24000101|1.00|
PROBAT_INVEST|24000008|INTERFACE RESSOURCES HUMAINES ET COACHING|Prestation de service|:Recrutement Chef de Projet Omar ksikes|PS03|Basé sur Demande d&#039;achat 24000008.|1.00|62748.72|0.00|62748.72|62748.72|24000008|1.00|
PROBAT_INVEST|24000011|FIRST INFORMATIQUE|PC DELL LATTITUDE 5440 I7-1365U 14 FHD 16 GO 512 GO SSD WIN11 PRO||PS04|Bénéficiaire : Resposnable Programme Basé sur Demande d&#039;achat 24000011.|1.00|13350.00|0.00|13350.00|13350.00|||
PROBAT_INVEST|24000012|BUSINESS CENTER NETWORK|Frais de Domiciliation||PS08|REGULARISATION FN°37/24 FOURNISSEUR:BUSINESS CENTER NETWORK /FRAIS DE DOMICILIATION DU 25/01/2024 AU 25/01/2025 Basé sur Demande d&#039;achat 24000010.|1.00|2083.33|0.00|2083.33|2083.33|24000024|1.00|
PROBAT_INVEST|24000015|FINASSURE|Autre assurance|||ASSURANCE RC EXPLOITATION DU 01/01/2024  AU 31/12/2024 Basé sur Demande d&#039;achat 24000014.|1.00|9404.00|0.00|9404.00|9404.00|24000040|1.00|
PROBAT_INVEST|24000016|Centrale Automobile cherifienne|Vidange||PS08|SOUFIAN KAMAL;MATRICULE:25640*T*6 Basé sur Demande d&#039;achat 24000015.|1.00|3969.17|0.00|3969.17|3969.17|24000023|1.00|
PROBAT_INVEST|24000018|VISION VOYAGES|Voyage affaire||PS09|EN FAVEUR PDG Basé sur Demande d&#039;achat 24000019.|1.00|35060.00|0.00|35060.00|35060.00|24000026|1.00|
PROBAT_INVEST|24000022|POL IT|ASUS FX507VU4 I7-13700H 15,6 POUCES FHD 16 GO 512 Go SSD RTX 4050 6G W11H MECHA G||PS04|Bénéficiaire : Resposnable Programme Camélia Sherry Senhaji Basé sur Demande d&#039;achat 24000020.|1.00|15489.99|1.02|15490.00|15331.63|24000049|1.00|
PROBAT_INVEST|24000023|SMEIA SA|Vidange||PS08|Souhail Benarrou;Matricule:80637-E-6 Basé sur Demande d&#039;achat 24000024.|1.00|1022.29|0.00|1022.29|1022.29|24000047|1.00|
PROBAT_INVEST|24000028|FINASSURE|Assurance AT|||ASSURANCE ACCIDENTS DE TRAVAIL DU 01/01/2024  AU  31/03/2024   DE    78 709,23  DHS. Basé sur Demande d&#039;achat 24000028.|1.00|78709.23|0.00|78709.23|78709.23|24000052|1.00|
PROBAT_INVEST|24000029|FINASSURE|Assurance auto|||ASSURANCE  AUTO DU 01.01.2024 AU 31.12.2024 DE  38 005,03 DHS Basé sur Demande d&#039;achat 24000027.|1.00|38005.03|0.00|38005.03|38005.03|24000053|1.00|
PROBAT_INVEST|24000035|STE AUDACE AUTO|Plaquette||PS08|FAHD EL GHATASS;MATRICULE:86995-W-6 Basé sur Demande d&#039;achat 24000035.|1.00|423.77|0.00|423.77|423.77|24000078|1.00|
PROBAT_INVEST|24000043|FINASSURE|Autre assurance||PS08|AVENANT DE REGULARISATION RESP. CIVILE  EXPLOITATION  DU 01/01/2022  AU 31/12/2022 de 29 162,25 dhs. Basé sur Demande d&#039;achat 24000046.|1.00|29162.24|0.00|29162.24|29162.24|24000071|1.00|
PROBAT_INVEST|24000044|STE AUDACE AUTO|Reparation|: Plaquettes de frein AR+Ampole H7 12V|PS08|Matricule:84435-H-6;Soussy Hanane; Basé sur Demande d&#039;achat 24000048.|1.00|300.73|13.99|300.74|258.64|24000077|1.00|
PROBAT_INVEST|24000044|STE AUDACE AUTO|Vidange|Express isotech 10w40|PS08|Matricule:84435-H-6;Soussy Hanane; Basé sur Demande d&#039;achat 24000048.|1.00|349.00|0.00|349.00|349.00|24000077|1.00|
PROBAT_INVEST|24000048|FINASSURE|Assurance auto|||ASSURANCE  BRANCHE  AUTO   MERCEDES 84370-E-01   DE 2 761,22 dhs   du  29/11/2023  au  31/12/2023 Basé sur Demande d&#039;achat 24000056.|1.00|2761.22|0.00|2761.22|2761.22|24000089|1.00|
PROBAT_INVEST|24000049|FINASSURE|Autre assurance|||ASSURANCE CARTE VERTE  AUTO MERCEDES                   84370 - E -  01de 500,00  DHS Basé sur Demande d&#039;achat 24000055.|1.00|500.00|0.00|500.00|500.00|24000092|1.00|
PROBAT_INVEST|24000051|FINASSURE|Assurance auto|||ASSURANCE BRANCHE  AUTO MERCEDES 84370-E-01  de 30 369,72  DU 01/01/2024  AU 31/12/2024 Basé sur Demande d&#039;achat 24000053.|1.00|30369.72|0.00|30369.72|30369.72|24000088|1.00|
PROBAT_INVEST|24000052|FINASSURE|Autre assurance|||ASSURANCE  CARTE  VERTE  MERCEDES  84370-E-01   de  500,00  dhs  du  29/11/2023  au  31/12/2023 Basé sur Demande d&#039;achat 24000054.|1.00|500.00|0.00|500.00|500.00|24000102|1.00|
PROBAT_INVEST|24000054|GARAGE SAINT MICHEL|Reparation|Véhicule yc fourniture|PS09|Mme Yasmine MFADEL;69741-A-72 Basé sur Demande d&#039;achat 24000062.|1.00|55545.60|0.00|55545.60|55545.60|||
PROBAT_INVEST|24000055|FINASSURE|Assurance mutuelle|||ASSURANCE  GROUPE  MALADIE  DU  01/01/2024  AU  31/03/2024  de 55 212,61  dhs Basé sur Demande d&#039;achat 24000061.|1.00|55212.61|0.00|55212.61|55212.61|24000090|1.00|
PROBAT_INVEST|24000056|FINASSURE|Assurance AT|||ASSURANCE  ACCIDENTS DE TRAVAIL  du 01/04/2024  au  30/06/2024  de  21 410,40  DHS Basé sur Demande d&#039;achat 24000060.|1.00|21410.40|0.00|21410.40|21410.40|24000091|1.00|
PROBAT_INVEST|24000058|VISION VOYAGES|Voyage affaire|Mr MFADEL TARIK|PS09|Basé sur Demande d&#039;achat 24000063.|1.00|18785.00|0.00|18785.00|18785.00|24000093|1.00|
PROBAT_INVEST|24000059|VISION VOYAGES|Voyage affaire|en faveur Mr Mfadel Tarik|PS09|Basé sur Demande d&#039;achat 24000064.|1.00|50620.00|0.00|50620.00|50620.00|24000087|1.00|
PROBAT_INVEST|24000060|AL AFRAH MOUBARAKA|Don|:Pendant le mois de ramadan|PS08|Basé sur Demande d&#039;achat 24000065.|1.00|72000.00|0.00|72000.00|72000.00|24000097|1.00|
PROBAT_INVEST|24000066|FINASSURE|Assurance auto|||ASSURANCE AUTO MR ENNAJI   AHMED  RENEAULT 52095-A-14  DU 01/01/2024  AU  31/12/2024  de  2 816,79 dhs Basé sur Demande d&#039;achat 24000067.|1.00|2816.79|0.00|2816.79|2816.79|24000109|1.00|
PROBAT_INVEST|24000066|FINASSURE|Assurance auto|||ASSURANCE AUTO MR ENNAJI   AHMED  RENEAULT 52095-A-14  DU 01/01/2024  AU  31/12/2024  de  2 816,79 dhs Basé sur Demande d&#039;achat 24000067.|1.00|2816.79|0.00|2816.79|2816.79|22000451|552.00|
PROBAT_INVEST|24000067|STE AUDACE AUTO|Pneu|pirelli 245/50 R19 105W RF|PS08|Benarrou Souhail;Matricule:80637-E-6 Basé sur Demande d&#039;achat 24000070.|2.00|4207.75|25.00|8415.50|6311.62|24000111|2.00|
PROBAT_INVEST|24000068|STE AUDACE AUTO|Pneu||PS08|HANANE SOUSSY;MATRICULE 84435-H-6 Basé sur Demande d&#039;achat 24000071.|4.00|1007.30|25.00|4029.21|3021.90|24000110|4.00|
PROBAT_INVEST|24000069|FINASSURE|Assurance AT|||Complémnt  Accidents du Travail du 2eme trimestre 2024  du 01/04/2024   au  30/06/2024 de 30 048,00  dhs : FACTURE N° 73073 / 01 Basé sur Demande d&#039;achat 24000073.|1.00|30048.00|0.00|30048.00|30048.00|24000120|1.00|
RMM_BUILDING|24000001|AMTEL|Cadeaux client|A05S 4/128Go+chargeur|PS09|PO PDG Basé sur Demande d&#039;achat 24000004.|2.00|2169.00|0.00|4338.00|4338.00|24000013|2.00|
RMM_BUILDING|24000008|TOP AUTO|Vidange||PS08|Mr Boutayeb;MAT:40038-B-7. Basé sur Demande d&#039;achat 24000009.|1.00|1176.08|0.00|1176.08|1176.08|24000008|1.00|
RMM_BUILDING|24000009|INFO COPIE|Impression|A3 couleur|PS02|Régule Basé sur Demande d&#039;achat 24000012.|264.00|6.66|0.00|1760.01|1760.01|23000491|264.00|
RMM_BUILDING|24000009|INFO COPIE|Reliure a spiral|A3|PS02|Régule Basé sur Demande d&#039;achat 24000012.|4.00|12.50|0.00|50.00|50.00|23000491|4.00|
RMM_BUILDING|24000009|INFO COPIE|Impression|de plans A3|PS02|Régule Basé sur Demande d&#039;achat 24000012.|2.00|41.66|0.00|83.33|83.33|23000491|2.00|
RMM_BUILDING|24000014|SECTION 1|Securite|Nuit||BDV OP (BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000013.|12.00|3450.00|0.00|41400.00|41400.00|24000063|1.00|
RMM_BUILDING|24000014|SECTION 1|Securite|Nuit||BDV OP (BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000013.|12.00|3450.00|0.00|41400.00|41400.00|24000069|1.00|
RMM_BUILDING|24000014|SECTION 1|Securite|Nuit||BDV OP (BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000013.|12.00|3450.00|0.00|41400.00|41400.00|24000126|1.00|
RMM_BUILDING|24000014|SECTION 1|Securite|Nuit||BDV OP (BC ANNUELLE 2024) Basé sur Demande d&#039;achat 24000013.|12.00|3450.00|0.00|41400.00|41400.00|24000125|1.00|
RMM_BUILDING|24000015|SECTION I SECURITE|Securite|Decembre 2023||BDV OP Basé sur Demande d&#039;achat 24000014.|1.00|3450.00|0.00|3450.00|3450.00|23000480|1.00|
RMM_BUILDING|24000016|KITEA|Ameublement||PS02|APPARTEMENT G7 CP KITEA Basé sur Demande d&#039;achat 24000015.|1.00|1113.33|0.00|1113.33|1113.33|24000148|1.00|
RMM_BUILDING|24000017|KITEA|Ameublement||PS02|APPARTEMENT G7 CP KITEA Basé sur Demande d&#039;achat 24000016.|1.00|28583.33|0.00|28583.33|28583.33|24000151|0.02|
RMM_BUILDING|24000017|KITEA|Ameublement||PS02|APPARTEMENT G7 CP KITEA Basé sur Demande d&#039;achat 24000016.|1.00|28583.33|0.00|28583.33|28583.33|24000152|0.45|
RMM_BUILDING|24000017|KITEA|Ameublement||PS02|APPARTEMENT G7 CP KITEA Basé sur Demande d&#039;achat 24000016.|1.00|28583.33|0.00|28583.33|28583.33|24000150|0.00|
RMM_BUILDING|24000017|KITEA|Ameublement||PS02|APPARTEMENT G7 CP KITEA Basé sur Demande d&#039;achat 24000016.|1.00|28583.33|0.00|28583.33|28583.33|24000149|0.51|
RMM_BUILDING|24000018|SYH MOROCCO|Ameublement||PS02|APPARTEMENT G7 CP IKEA CHQ CERTIFIER Basé sur Demande d&#039;achat 24000018.|1.00|17917.33|0.00|17917.33|17917.33|||
RMM_BUILDING|24000019|BRICOMA|Lampe|panel led 24w6k plast ip44||APPARTEMENT G7 CP Basé sur Demande d&#039;achat 24000019.|3.00|49.16|0.00|147.50|147.50|||
RMM_BUILDING|24000020|RM WASSITE|Prestation de services|Décoration|PS02|Prestation de service:Decoration app G7 Basé sur Demande d&#039;achat 24000020.BC Non validé par Mr.YASSINE|1.00|10000.00|0.00|10000.00|10000.00|||
RMM_BUILDING|24000021|SYH MOROCCO|Ameublement||PS02|APPARTEMENT TEMOIN OP CHQ CERTIFIER Basé sur Demande d&#039;achat 24000021.|1.00|25389.75|0.00|25389.75|25389.75|||
RMM_BUILDING|24000022|KITEA|Ameublement||PS02|APPARTEMENT TEMOIN OP Basé sur Demande d&#039;achat 24000022.|1.00|1076.67|0.00|1076.67|1076.67|24000147|1.00|
RMM_BUILDING|24000023|KITEA|Ameublement||PS02|APPARTEMENT TEMOIN OP Basé sur Demande d&#039;achat 24000023.|1.00|24249.17|0.00|24249.17|24249.17|||
RMM_BUILDING|24000024|RM WASSITE|Prestation de services|Décoration|PS02|APPT L21 CP Basé sur Demande d&#039;achat 24000024.BC Non validé par Mr.YASSINE|1.00|10000.00|0.00|10000.00|10000.00|||
RMM_BUILDING|24000025|KITEA|Ameublement|kitea|PS02|APPT L21 CP Basé sur Demande d&#039;achat 24000025.|1.00|36147.50|0.00|36147.50|36147.50|||
RMM_BUILDING|24000026|SYH MOROCCO|Ameublement||PS02|APPRT L21 CP Basé sur Demande d&#039;achat 24000026.|1.00|23490.66|0.00|23490.67|23490.67|||
RMM_BUILDING|24000027|RM WASSITE|Prestation de services|Décoration|PS02|Basé sur Demande d&#039;achat 24000027.BC Non validé par Mr.YASSINE|1.00|10000.00|0.00|10000.00|10000.00|||
RMM_BUILDING|24000028|TOP AUTO|Entretien|:Plaquettes|PS08|Mr Boutayeb;MAT:40038-B-7. Basé sur Demande d&#039;achat 24000028.|1.00|1053.32|0.00|1053.32|1053.32|24000022|1.00|
RMM_BUILDING|24000029|FINASSURE|Assurance mutuelle|||ASSURANCE MUTUELLE   DIM  4  T    DU 01/10/2023  AU 31/12/2023 Basé sur Demande d&#039;achat 24000017.|1.00|24689.32|0.00|24689.32|24689.32|24000007|1.00|
RMM_BUILDING|24000033|FINASSURE|Assurance multirisque|||ASSURANCE MULTIRISQUES INDUSTRIELLE DU 01/01/2024 AU 31/12/2024 Basé sur Demande d&#039;achat 24000052.|1.00|4150.15|0.00|4150.15|4150.15|24000038|1.00|
RMM_BUILDING|24000034|FINASSURE|Assurance AT|||ASSURANCE ACCIDENTS DE TRAVAIL DU 01/01/2024  AU 31/12/2024 Basé sur Demande d&#039;achat 24000051.|1.00|13704.02|0.00|13704.02|13704.02|24000037|1.00|
RMM_BUILDING|24000035|FINASSURE|Assurance multirisque||PS08|ASSURANCE MULTIRISQUES INDUSTRIELLE  DU 01/01/2024  AU  31/12/2024 Basé sur Demande d&#039;achat 24000050.|1.00|12459.65|0.00|12459.65|12459.65|24000036|1.00|
RMM_BUILDING|24000037|SECTION PLUS|Femme de menage|||Décembre 2023 Basé sur Demande d&#039;achat 24000029.|1.00|3500.00|0.00|3500.00|3500.00|23000495|1.00|
RMM_BUILDING|24000037|SECTION PLUS|Femme de menage|||Décembre 2023 Basé sur Demande d&#039;achat 24000029.|7.00|3000.00|0.00|21000.00|21000.00|23000495|7.00|
RMM_BUILDING|24000037|SECTION PLUS|Femme de menage|||Décembre 2023 Basé sur Demande d&#039;achat 24000029.|2.00|2884.61|0.00|5769.23|5769.23|23000495|2.00|
RMM_BUILDING|24000037|SECTION PLUS|Femme de menage|||Décembre 2023 Basé sur Demande d&#039;achat 24000029.|1.00|1083.46|0.00|1083.46|1083.46|23000495|1.00|
RMM_BUILDING|24000038|MULTIPNEUS|Pneu|PN 275*40*19 MICHELIN/PLOT SPORT 3 MO|PS09|Mr Redone MfadeL.MAT:92962-A-7 Basé sur Demande d&#039;achat 24000054.|2.00|4200.00|0.00|8400.00|8400.00|24000029|2.00|
RMM_BUILDING|24000040|FINASSURE|Assurance AT||PS08|ASSURANCE AVEANT DE REGULARISATION ACCIDENTS DE TRAVAIL  DU 01/01/2023 AU 31/12/2023 Basé sur Demande d&#039;achat 24000057.|1.00|4435.13|0.00|4435.13|4435.13|24000039|1.00|
RMM_BUILDING|24000041|SBIRY FATIMA|Prestation de services||PS08|JANVIER 2024 Basé sur Demande d&#039;achat 24000058.|1.00|16000.00|0.00|16000.00|16000.00|24000030|1.00|
RMM_BUILDING|24000047|SECTION PLUS|Femme de menage|26||Janvier 2024 Basé sur Demande d&#039;achat 24000059.|7.00|3000.00|0.00|21000.00|21000.00|24000064|7.00|
RMM_BUILDING|24000047|SECTION PLUS|Femme de menage|25||Janvier 2024 Basé sur Demande d&#039;achat 24000059.|2.00|2884.61|0.00|5769.22|5769.22|24000064|2.00|
RMM_BUILDING|24000047|SECTION PLUS|Femme de menage|23||Janvier 2024 Basé sur Demande d&#039;achat 24000059.|1.00|2653.84|0.00|2653.84|2653.84|24000064|1.00|
RMM_BUILDING|24000048|ASK GRAS SAVOYE|Assurance auto|Flotte|PS08|ASSURANCE AUTO RENEAULT KADJAR 40038-B / 7 ASK GRAS SAVOYE Basé sur Demande d&#039;achat 24000064.|1.00|3204.55|0.00|3204.55|3204.55|24000040|1.00|
RMM_BUILDING|24000050|DIGIBAY|Ameublement|frost silver siera ref dp27s 270L||Benificiare:Omar Qaf Basé sur Demande d&#039;achat 24000068.|1.00|2699.00|0.00|2699.00|2699.00|24000048|1.00|
RMM_BUILDING|24000051|DIGIBAY|Ameublement|: inverter ocean clim 9000btu acsoih9ma||Benificiare:Driss oueld yazid Basé sur Demande d&#039;achat 24000067.|1.00|4299.00|0.00|4299.00|4299.00|24000049|1.00|
RMM_BUILDING|24000052|INFO COPIE|Impression|de plans A1 Couleur Mme hanane|PS08|Basé sur Demande d&#039;achat 24000069.|16.00|25.00|0.00|400.00|400.00|24000052|16.00|
RMM_BUILDING|24000052|INFO COPIE|Impression|A4(LOI 2024) Mme wafaa|PS08|Basé sur Demande d&#039;achat 24000069.|1.00|638.33|0.00|638.33|638.33|24000052|1.00|
RMM_BUILDING|24000052|INFO COPIE|Impression|de plans couleur Mme aicha|PS08|Basé sur Demande d&#039;achat 24000069.|28.00|75.00|0.00|2100.00|2100.00|24000052|28.00|
RMM_BUILDING|24000053|VISION VOYAGE|Voyage affaire|:Faveur TM|PS09|TM Basé sur Demande d&#039;achat 24000073.|1.00|33680.00|0.00|33680.00|33680.00|24000041|1.00|
RMM_BUILDING|24000054|FINASSURE|Assurance risque d&#039;exploitation||PS08|ASSURANCE RC EXPLOITATION DU 01/01/2024 AU 31/12/2024 Basé sur Demande d&#039;achat 24000070.|1.00|745.99|0.00|745.99|745.99|24000050|1.00|
RMM_BUILDING|24000056|2APM DISTRIBUTION|Entretien||PS08|Redone sbiry;Matricule: 5129-B-7 Basé sur Demande d&#039;achat 24000072.|1.00|1250.00|0.00|1250.00|1250.00|||
RMM_BUILDING|24000063|CENTRAL AUTOMOBILE CHERIFIENNE|Vidange||PS08|Pour la voiiture de M. Imad Basé sur Demande d&#039;achat 24000080.|1.00|1635.19|0.00|1635.19|1635.19|24000051|1.00|
RMM_BUILDING|24000064|FINASSURE|Assurance auto||PS08|ASSURANCE AUTO FLOTTE DU 01/01/2024 AU 31/12/2024 DE 51 491,15 DHS Basé sur Demande d&#039;achat 24000081.|1.00|51491.15|0.00|51491.15|51491.15|24000058|1.00|
RMM_BUILDING|24000068|SBIRY FATIMA|Prestation de services||PS08|FEVRIER 2024 Basé sur Demande d&#039;achat 24000086.|1.00|14000.00|0.00|14000.00|14000.00|24000059|1.00|
RMM_BUILDING|24000069|BARID AL MAGHRIB|Taxe communale|||Basé sur Demande d&#039;achat 24000085.|1.00|7.28|0.00|7.28|7.28|||
RMM_BUILDING|24000069|BARID AL MAGHRIB|Frais Postaux|Recommande avec AR||Basé sur Demande d&#039;achat 24000085.|1.00|2912.40|0.00|2912.40|2912.40|24000082|1.00|
RMM_BUILDING|24000070|CAMELEON MEDIA|campagne Publicitaire||PS02|Basé sur Demande d&#039;achat 24000087.|1.00|35420.00|0.00|35420.00|35420.00|24000106|1.00|
RMM_BUILDING|24000073|FINASSURE|Assurance AT||PS08|AVENAANT DE REGULARISATION ACCIDENTS DE TRAVAIL DU 01/01/2023 AU 1/12/2023 de  4 435,13 dhs Basé sur Demande d&#039;achat 24000093.|1.00|4435.13|0.00|4435.13|4435.13|24000068|1.00|
RMM_BUILDING|24000074|FINASSURE|Autre assurances||PS08|ASSURANCE  CARTE VERTE , MARQUE VOLKSWAGEN 34735-B-07  DU 01/01/2024  AU 31/12/2024 Basé sur Demande d&#039;achat 24000091.|1.00|500.00|0.00|500.00|500.00|24000065|1.00|
RMM_BUILDING|24000075|FINASSURE|Autre assurances||PS08|ASSURANCE CARTE VERTE , MARQUE BMW 92962-A-07  DU  01/01/2024  AU  31/12/2024 Basé sur Demande d&#039;achat 24000090.|1.00|500.00|0.00|500.00|500.00|24000066|1.00|
RMM_BUILDING|24000076|FINASSURE|Autre assurances||PS08|ASSURANCE  CARTE  VERTE  N°  46899-E-01  DU 01/01/2024  AU  31/12/2024 Basé sur Demande d&#039;achat 24000089.|1.00|500.00|0.00|500.00|500.00|24000067|1.00|
RMM_BUILDING|24000077|INFO COPIE|Scan|de plans|PS08|Basé sur Demande d&#039;achat 24000096.|14.00|39.58|0.00|554.17|554.17|24000080|14.00|
RMM_BUILDING|24000077|INFO COPIE|Impression|de plans couleur|PS08|Basé sur Demande d&#039;achat 24000096.|28.00|79.16|0.00|2216.67|2216.67|24000080|28.00|
RMM_BUILDING|24000077|INFO COPIE|Reliure a spiral||PS08|Basé sur Demande d&#039;achat 24000096.|1.00|8.33|0.00|8.33|8.33|24000080|1.00|
RMM_BUILDING|24000077|INFO COPIE|Impression|A4/CL|PS08|Basé sur Demande d&#039;achat 24000096.|65.00|1.25|0.00|81.25|81.25|24000080|65.00|
RMM_BUILDING|24000078|GEEB SERVICES|bon d&#039;achat|+ commission|PS08|Basé sur Demande d&#039;achat 24000097.|100.00|103.00|0.00|10300.00|10300.00|24000078|100.00|
RMM_BUILDING|24000078|GEEB SERVICES|bon d&#039;achat|+ commission|PS08|Basé sur Demande d&#039;achat 24000097.|100.00|103.00|0.00|10300.00|10300.00|22000419|1.00|
RMM_BUILDING|24000079|CENTRAL AUTOMOBILE CHERIFIENNE|Entretien|:FEUB AR/G CASSE+BALAIS USES|PS08|IMAD RIDA;34735-B-7 Basé sur Demande d&#039;achat 24000098.|1.00|1584.25|0.00|1584.25|1584.25|22000421|1.00|
RMM_BUILDING|24000079|CENTRAL AUTOMOBILE CHERIFIENNE|Entretien|:FEUB AR/G CASSE+BALAIS USES|PS08|IMAD RIDA;34735-B-7 Basé sur Demande d&#039;achat 24000098.|1.00|1584.25|0.00|1584.25|1584.25|24000077|1.00|
RMM_BUILDING|24000080|STE AUDACE AUTO|Plaquettes||PS08|ZERKANI MOHAMMED; 29150-A-7,Operation Effectuee le 16/03/2024 le Basé sur Demande d&#039;achat 24000100.|1.00|1921.18|8.95|1921.18|1749.09|24000097|1.00|
RMM_BUILDING|24000080|STE AUDACE AUTO|Vidange||PS08|ZERKANI MOHAMMED; 29150-A-7,Operation Effectuee le 16/03/2024 le Basé sur Demande d&#039;achat 24000100.|1.00|437.06|0.00|437.06|437.06|24000097|1.00|
RMM_BUILDING|24000081|AUDACE AUTO|Plaquettes||PS08|Aicha kirad;Matricule:2407-B-7 Basé sur Demande d&#039;achat 24000101.MT RECTIFIER AU NIVEAU D LA RECEPTION|1.00|887.00|0.00|887.00|887.00|||
RMM_BUILDING|24000081|AUDACE AUTO|Vidange||PS08|Aicha kirad;Matricule:2407-B-7 Basé sur Demande d&#039;achat 24000101.MT RECTIFIER AU NIVEAU D LA RECEPTION|1.00|823.46|0.00|823.46|823.46|24000104|1.00|
RMM_BUILDING|24000089|NEWCOM|Cadeaux client|Iphone 15 PRO MAX 512 Go|PS08|PDG Basé sur Demande d&#039;achat 24000106.|1.00|18890.00|0.00|18890.00|18890.00|||
RMM_BUILDING|24000092|HATIM BOUKHRIS|Honoraire de service|Rêquete de mise a disposition document sociaux syndic residence Centrale park|PS08|Basé sur Demande d&#039;achat 24000105.|1.00|4500.00|0.00|4500.00|4500.00|24000107|1.00|
RMM_BUILDING|24000093|SECTION PLUS|Femme de menage|: 26 jrs||Mois Février 2024 Basé sur Demande d&#039;achat 24000099.|6.00|3000.00|0.00|18000.00|18000.00|24000089|6.00|
RMM_BUILDING|24000093|SECTION PLUS|Femme de menage|: 12 jrs||Mois Février 2024 Basé sur Demande d&#039;achat 24000099.|3.00|1384.61|0.00|4153.83|4153.83|24000089|3.00|
RMM_BUILDING|24000097|ESPACE BADR|Cadeaux client|Ecran qled samsung QA98Q80CAUXMV|PS08|PDG Basé sur Demande d&#039;achat 24000111.|1.00|67500.00|0.00|67500.00|67500.00|||
RMM_BUILDING|24000099|TOP AUTO|Vidange||PS08|M.Boutayeb;MAT:40038-B-7 Basé sur Demande d&#039;achat 24000114.|1.00|1618.36|0.00|1618.36|1618.36|24000145|1.00|
RMM_BUILDING|24000100|CENTRAL AUTOMOBILE CHERIFIENNE|Réparation|PLAQUETTES DE FREIN AV/AR|PS08|Pour la voiture de M. Imad Basé sur Demande d&#039;achat 24000112.|1.00|7634.60|0.00|7634.60|7634.60|24000131|1.00|
RMM_BUILDING|24000101|STE AUDACE AUTO|Vidange||PS08|NIZAR MEZOUARI;2435-B-7 Basé sur Demande d&#039;achat 24000115.|1.00|349.00|0.00|349.00|349.00|24000096|1.00|
RMM_BUILDING|24000105|S.N.A.M|Frais Autoroute Jawaz||PS08|Jawaz MR Redone MFADEL Basé sur Demande d&#039;achat 24000121.|1.00|1000.00|0.00|1000.00|1000.00|24000122|1.00|
RMM_BUILDING|24000107|NEAB|Visite technique||PS08|AICHA KIRAD-2407-B-7 Basé sur Demande d&#039;achat 24000126.|1.00|350.00|0.00|350.00|350.00|24000136|1.00|
RMM_BUILDING|24000108|VISION VOYAGE|Voyage affaire|:Faveur Mr Mfadel.|PS09|Basé sur Demande d&#039;achat 24000127.|1.00|9980.00|0.00|9980.00|9980.00|24000120|1.00|
RMM_BUILDING|24000109|AUDACE AUTO|Entretien|et réparation:Plaquettes|PS08|Aicha kirad;Matricule:2407-B-7. Basé sur Demande d&#039;achat 24000124.|1.00|300.19|14.59|300.20|256.38|24000137|1.00|
RMM_BUILDING|24000109|AUDACE AUTO|Pneu||PS08|Aicha kirad;Matricule:2407-B-7. Basé sur Demande d&#039;achat 24000124.|4.00|879.80|0.00|3519.22|3519.22|24000137|4.00|
RMM_BUILDING|24000115|FINASSURE|Assurance mutuelle||PS08|ASSURANCE  GROUPE MALADIE  DU  01/01/2024  AU  31/03/2024   de  24 784,83 Basé sur Demande d&#039;achat 24000130.|1.00|24784.83|0.00|24784.83|24784.83|24000127|1.00|
